patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT010297,Innovative Pharmaceuticals System 10297,2016,2018,USA,BioHealth Inc,Artificial Intelligence,110,8,Pending,12
PT010298,Innovative Quantum Computing System 10298,2014,2016,Germany,SmartComm Technologies,Quantum Computing,26,5,Expired,10
PT010299,Innovative Robotics System 10299,2022,2026,India,GreenFuture Labs,Telecommunications,145,4,Pending,7
PT010300,Innovative Quantum Computing System 10300,2019,2023,Canada,AI Dynamics,Electric Vehicles,180,4,Pending,2
PT010301,Innovative Robotics System 10301,2014,2017,UK,SmartComm Technologies,Robotics,237,1,Pending,14
PT010302,Innovative Nanotechnology System 10302,2014,2017,China,BioHealth Inc,Telecommunications,104,1,Active,6
PT010303,Innovative Robotics System 10303,2022,2023,France,Quantum Circuits Ltd,Artificial Intelligence,20,8,Expired,9
PT010304,Innovative Biotechnology System 10304,2011,2012,Japan,TechNova Corp,Renewable Energy,239,8,Pending,15
PT010305,Innovative Renewable Energy System 10305,2017,2019,USA,InnovateX,Electric Vehicles,180,2,Expired,7
PT010306,Innovative Semiconductors System 10306,2025,2026,China,BioHealth Inc,Quantum Computing,105,2,Pending,4
PT010307,Innovative Telecommunications System 10307,2014,2015,India,MedGenome Labs,Pharmaceuticals,218,3,Expired,3
PT010308,Innovative Quantum Computing System 10308,2019,2021,France,NextGen Robotics,Renewable Energy,219,3,Active,2
PT010309,Innovative Pharmaceuticals System 10309,2025,2026,USA,SmartComm Technologies,Pharmaceuticals,117,1,Expired,8
PT010310,Innovative Renewable Energy System 10310,2018,2019,France,Quantum Circuits Ltd,Renewable Energy,142,8,Pending,8
PT010311,Innovative Semiconductors System 10311,2011,2014,Germany,InnovateX,Quantum Computing,197,7,Expired,8
PT010312,Innovative Robotics System 10312,2011,2012,Canada,MedGenome Labs,Robotics,176,2,Pending,2
PT010313,Innovative Robotics System 10313,2018,2022,Germany,BioHealth Inc,Renewable Energy,22,5,Expired,11
PT010314,Innovative Nanotechnology System 10314,2012,2013,UK,BioHealth Inc,Robotics,201,7,Expired,4
PT010315,Innovative Robotics System 10315,2016,2017,India,SmartComm Technologies,Semiconductors,158,6,Expired,5
PT010316,Innovative Pharmaceuticals System 10316,2025,2028,France,NanoWorks,Renewable Energy,225,6,Expired,3
PT010317,Innovative Biotechnology System 10317,2024,2028,Canada,Global Energy Systems,Pharmaceuticals,19,7,Pending,11
PT010318,Innovative Artificial Intelligence System 10318,2024,2028,USA,GreenFuture Labs,Quantum Computing,69,5,Expired,7
PT010319,Innovative Semiconductors System 10319,2019,2020,UK,InnovateX,Electric Vehicles,188,7,Active,2
PT010320,Innovative Telecommunications System 10320,2021,2025,USA,Global Energy Systems,Quantum Computing,126,4,Expired,3
PT010321,Innovative Pharmaceuticals System 10321,2015,2017,Japan,NanoWorks,Robotics,236,2,Pending,9
PT010322,Innovative Semiconductors System 10322,2013,2017,China,Quantum Circuits Ltd,Semiconductors,13,1,Pending,3
PT010323,Innovative Quantum Computing System 10323,2011,2015,China,NanoWorks,Semiconductors,109,2,Active,5
PT010324,Innovative Semiconductors System 10324,2024,2025,India,NextGen Robotics,Quantum Computing,139,8,Pending,3
PT010325,Innovative Artificial Intelligence System 10325,2018,2019,Germany,Quantum Circuits Ltd,Semiconductors,39,5,Active,15
PT010326,Innovative Telecommunications System 10326,2020,2021,Switzerland,GreenFuture Labs,Biotechnology,63,1,Pending,15
PT010327,Innovative Semiconductors System 10327,2012,2013,India,FutureDrive Motors,Electric Vehicles,174,3,Expired,14
PT010328,Innovative Telecommunications System 10328,2012,2016,Germany,BioHealth Inc,Robotics,244,6,Expired,9
PT010329,Innovative Artificial Intelligence System 10329,2020,2021,China,TechNova Corp,Renewable Energy,16,2,Active,11
PT010330,Innovative Artificial Intelligence System 10330,2016,2019,India,NanoWorks,Biotechnology,67,3,Expired,11
PT010331,Innovative Renewable Energy System 10331,2022,2024,India,Global Energy Systems,Nanotechnology,48,5,Pending,8
PT010332,Innovative Semiconductors System 10332,2020,2023,UK,AI Dynamics,Pharmaceuticals,227,8,Pending,13
PT010333,Innovative Semiconductors System 10333,2024,2028,Germany,NextGen Robotics,Quantum Computing,215,7,Expired,14
PT010334,Innovative Nanotechnology System 10334,2019,2021,India,AI Dynamics,Telecommunications,161,3,Active,5
PT010335,Innovative Electric Vehicles System 10335,2019,2020,UK,NextGen Robotics,Nanotechnology,178,7,Expired,8
PT010336,Innovative Robotics System 10336,2021,2023,Germany,GreenFuture Labs,Artificial Intelligence,36,8,Active,12
PT010337,Innovative Artificial Intelligence System 10337,2020,2021,India,MedGenome Labs,Nanotechnology,15,3,Expired,8
PT010338,Innovative Electric Vehicles System 10338,2021,2025,USA,MedGenome Labs,Electric Vehicles,223,8,Active,3
PT010339,Innovative Electric Vehicles System 10339,2012,2015,South Korea,Global Energy Systems,Pharmaceuticals,215,1,Active,11
PT010340,Innovative Semiconductors System 10340,2018,2020,South Korea,AI Dynamics,Electric Vehicles,195,4,Active,9
PT010341,Innovative Electric Vehicles System 10341,2018,2021,UK,Quantum Circuits Ltd,Semiconductors,22,8,Active,7
PT010342,Innovative Robotics System 10342,2025,2027,India,InnovateX,Artificial Intelligence,174,7,Pending,7
PT010343,Innovative Quantum Computing System 10343,2024,2026,France,NextGen Robotics,Artificial Intelligence,136,3,Expired,13
PT010344,Innovative Artificial Intelligence System 10344,2017,2018,UK,Quantum Circuits Ltd,Semiconductors,16,7,Pending,8
PT010345,Innovative Artificial Intelligence System 10345,2010,2013,South Korea,FutureDrive Motors,Renewable Energy,42,3,Expired,1
PT010346,Innovative Robotics System 10346,2023,2027,USA,InnovateX,Telecommunications,11,7,Expired,7
PT010347,Innovative Quantum Computing System 10347,2015,2019,Canada,MedGenome Labs,Robotics,104,4,Pending,1
PT010348,Innovative Semiconductors System 10348,2010,2012,China,NextGen Robotics,Electric Vehicles,94,8,Pending,1
PT010349,Innovative Robotics System 10349,2024,2028,India,SmartComm Technologies,Pharmaceuticals,138,4,Active,4
PT010350,Innovative Nanotechnology System 10350,2012,2014,India,NanoWorks,Pharmaceuticals,244,6,Active,10
PT010351,Innovative Quantum Computing System 10351,2023,2026,Switzerland,AI Dynamics,Semiconductors,150,7,Active,14
PT010352,Innovative Nanotechnology System 10352,2013,2015,UK,Global Energy Systems,Telecommunications,58,5,Active,6
PT010353,Innovative Robotics System 10353,2018,2019,Germany,Global Energy Systems,Pharmaceuticals,181,1,Pending,14
PT010354,Innovative Quantum Computing System 10354,2012,2016,France,FutureDrive Motors,Electric Vehicles,122,3,Pending,9
PT010355,Innovative Robotics System 10355,2024,2026,USA,Global Energy Systems,Biotechnology,197,2,Active,11
PT010356,Innovative Semiconductors System 10356,2016,2019,UK,NanoWorks,Semiconductors,242,6,Active,6
PT010357,Innovative Artificial Intelligence System 10357,2011,2012,Switzerland,InnovateX,Semiconductors,21,1,Active,10
PT010358,Innovative Semiconductors System 10358,2022,2024,China,InnovateX,Robotics,204,6,Pending,4
PT010359,Innovative Pharmaceuticals System 10359,2024,2026,USA,GreenFuture Labs,Artificial Intelligence,230,4,Pending,1
PT010360,Innovative Biotechnology System 10360,2010,2014,Switzerland,Global Energy Systems,Quantum Computing,194,8,Active,1
PT010361,Innovative Telecommunications System 10361,2013,2015,South Korea,GreenFuture Labs,Quantum Computing,158,3,Active,5
PT010362,Innovative Renewable Energy System 10362,2015,2017,South Korea,SmartComm Technologies,Biotechnology,89,6,Pending,2
PT010363,Innovative Pharmaceuticals System 10363,2020,2021,Germany,NanoWorks,Pharmaceuticals,72,6,Pending,9
PT010364,Innovative Biotechnology System 10364,2024,2025,Switzerland,InnovateX,Nanotechnology,207,1,Active,2
PT010365,Innovative Quantum Computing System 10365,2017,2021,France,GreenFuture Labs,Biotechnology,248,4,Pending,5
PT010366,Innovative Renewable Energy System 10366,2025,2028,India,AI Dynamics,Biotechnology,36,1,Expired,3
PT010367,Innovative Quantum Computing System 10367,2019,2020,Germany,SmartComm Technologies,Telecommunications,97,2,Pending,9
PT010368,Innovative Telecommunications System 10368,2013,2017,South Korea,NextGen Robotics,Semiconductors,163,8,Active,1
PT010369,Innovative Nanotechnology System 10369,2011,2012,USA,InnovateX,Renewable Energy,158,2,Pending,4
PT010370,Innovative Biotechnology System 10370,2011,2014,USA,AI Dynamics,Telecommunications,231,1,Expired,4
PT010371,Innovative Telecommunications System 10371,2016,2017,India,InnovateX,Electric Vehicles,51,1,Active,12
PT010372,Innovative Telecommunications System 10372,2013,2017,France,GreenFuture Labs,Nanotechnology,184,2,Expired,9
PT010373,Innovative Artificial Intelligence System 10373,2021,2023,Canada,FutureDrive Motors,Robotics,223,8,Expired,7
PT010374,Innovative Nanotechnology System 10374,2017,2018,South Korea,Global Energy Systems,Renewable Energy,209,4,Pending,7
PT010375,Innovative Nanotechnology System 10375,2014,2015,USA,NextGen Robotics,Robotics,19,7,Expired,5
PT010376,Innovative Telecommunications System 10376,2017,2020,China,AI Dynamics,Renewable Energy,111,4,Active,11
PT010377,Innovative Semiconductors System 10377,2023,2025,India,AI Dynamics,Robotics,52,5,Expired,10
PT010378,Innovative Robotics System 10378,2022,2024,Japan,Global Energy Systems,Semiconductors,85,3,Pending,14
PT010379,Innovative Electric Vehicles System 10379,2015,2019,South Korea,NanoWorks,Artificial Intelligence,124,7,Expired,7
PT010380,Innovative Pharmaceuticals System 10380,2011,2015,South Korea,Global Energy Systems,Nanotechnology,42,6,Expired,5
PT010381,Innovative Electric Vehicles System 10381,2020,2021,France,Quantum Circuits Ltd,Renewable Energy,240,5,Pending,4
PT010382,Innovative Semiconductors System 10382,2015,2019,Canada,Quantum Circuits Ltd,Quantum Computing,228,8,Expired,2
PT010383,Innovative Pharmaceuticals System 10383,2010,2011,Switzerland,Quantum Circuits Ltd,Quantum Computing,213,3,Expired,15
PT010384,Innovative Nanotechnology System 10384,2011,2015,USA,NanoWorks,Electric Vehicles,167,2,Active,2
PT010385,Innovative Quantum Computing System 10385,2024,2026,UK,NanoWorks,Artificial Intelligence,38,1,Pending,3
PT010386,Innovative Telecommunications System 10386,2011,2015,France,TechNova Corp,Renewable Energy,134,4,Expired,9
PT010387,Innovative Quantum Computing System 10387,2021,2025,France,TechNova Corp,Biotechnology,88,1,Expired,4
PT010388,Innovative Quantum Computing System 10388,2016,2017,France,FutureDrive Motors,Robotics,120,6,Active,5
PT010389,Innovative Telecommunications System 10389,2019,2023,Japan,MedGenome Labs,Artificial Intelligence,126,8,Active,1
PT010390,Innovative Renewable Energy System 10390,2024,2025,Canada,BioHealth Inc,Electric Vehicles,188,4,Pending,9
PT010391,Innovative Semiconductors System 10391,2011,2014,India,SmartComm Technologies,Telecommunications,114,7,Pending,4
PT010392,Innovative Pharmaceuticals System 10392,2010,2013,China,TechNova Corp,Pharmaceuticals,137,4,Expired,9
PT010393,Innovative Artificial Intelligence System 10393,2019,2023,USA,Global Energy Systems,Telecommunications,35,6,Active,9
PT010394,Innovative Pharmaceuticals System 10394,2023,2024,UK,TechNova Corp,Electric Vehicles,120,5,Active,10
PT010395,Innovative Nanotechnology System 10395,2021,2022,China,NanoWorks,Biotechnology,74,4,Expired,1
PT010396,Innovative Pharmaceuticals System 10396,2015,2019,Germany,NanoWorks,Electric Vehicles,146,1,Expired,10
PT010397,Innovative Artificial Intelligence System 10397,2024,2026,India,MedGenome Labs,Electric Vehicles,124,2,Active,9
PT010398,Innovative Artificial Intelligence System 10398,2013,2015,UK,SmartComm Technologies,Pharmaceuticals,246,5,Active,1
PT010399,Innovative Biotechnology System 10399,2010,2012,France,FutureDrive Motors,Nanotechnology,99,3,Active,15
PT010400,Innovative Semiconductors System 10400,2016,2018,Canada,GreenFuture Labs,Robotics,92,2,Expired,3
PT010401,Innovative Renewable Energy System 10401,2018,2020,Switzerland,Quantum Circuits Ltd,Renewable Energy,163,3,Pending,12
PT010402,Innovative Robotics System 10402,2019,2020,South Korea,Global Energy Systems,Semiconductors,59,5,Expired,3
PT010403,Innovative Nanotechnology System 10403,2019,2023,Switzerland,AI Dynamics,Telecommunications,27,8,Active,6
PT010404,Innovative Quantum Computing System 10404,2024,2025,Canada,BioHealth Inc,Quantum Computing,94,4,Active,14
PT010405,Innovative Biotechnology System 10405,2014,2016,Switzerland,Global Energy Systems,Biotechnology,40,2,Pending,6
PT010406,Innovative Quantum Computing System 10406,2018,2022,Switzerland,SmartComm Technologies,Artificial Intelligence,134,8,Expired,13
PT010407,Innovative Telecommunications System 10407,2022,2026,USA,FutureDrive Motors,Artificial Intelligence,173,7,Active,5
PT010408,Innovative Robotics System 10408,2016,2019,Japan,GreenFuture Labs,Artificial Intelligence,137,3,Active,3
PT010409,Innovative Biotechnology System 10409,2012,2013,UK,TechNova Corp,Quantum Computing,47,5,Pending,11
PT010410,Innovative Biotechnology System 10410,2023,2024,South Korea,GreenFuture Labs,Robotics,55,6,Expired,13
PT010411,Innovative Quantum Computing System 10411,2021,2025,Canada,Quantum Circuits Ltd,Biotechnology,72,6,Pending,8
PT010412,Innovative Semiconductors System 10412,2019,2023,UK,Global Energy Systems,Quantum Computing,233,8,Pending,11
PT010413,Innovative Robotics System 10413,2020,2024,India,GreenFuture Labs,Robotics,207,4,Expired,15
PT010414,Innovative Electric Vehicles System 10414,2018,2022,Switzerland,NanoWorks,Electric Vehicles,60,4,Active,13
PT010415,Innovative Pharmaceuticals System 10415,2012,2016,India,Global Energy Systems,Semiconductors,15,5,Expired,4
PT010416,Innovative Electric Vehicles System 10416,2024,2025,South Korea,AI Dynamics,Electric Vehicles,223,2,Active,2
PT010417,Innovative Nanotechnology System 10417,2018,2020,France,FutureDrive Motors,Renewable Energy,215,7,Active,10
PT010418,Innovative Electric Vehicles System 10418,2014,2016,Switzerland,MedGenome Labs,Semiconductors,9,8,Pending,6
PT010419,Innovative Electric Vehicles System 10419,2011,2014,UK,SmartComm Technologies,Artificial Intelligence,199,8,Expired,11
PT010420,Innovative Biotechnology System 10420,2013,2016,India,Quantum Circuits Ltd,Pharmaceuticals,7,2,Pending,14
PT010421,Innovative Nanotechnology System 10421,2013,2016,UK,FutureDrive Motors,Semiconductors,18,6,Expired,15
PT010422,Innovative Pharmaceuticals System 10422,2012,2016,China,InnovateX,Telecommunications,64,8,Pending,6
PT010423,Innovative Semiconductors System 10423,2019,2022,Switzerland,SmartComm Technologies,Robotics,40,2,Pending,13
PT010424,Innovative Telecommunications System 10424,2010,2014,Canada,Global Energy Systems,Telecommunications,225,3,Active,9
PT010425,Innovative Semiconductors System 10425,2019,2020,Switzerland,MedGenome Labs,Pharmaceuticals,27,1,Expired,8
PT010426,Innovative Quantum Computing System 10426,2024,2025,France,MedGenome Labs,Electric Vehicles,58,1,Pending,6
PT010427,Innovative Robotics System 10427,2022,2024,Germany,NextGen Robotics,Nanotechnology,163,3,Expired,2
PT010428,Innovative Semiconductors System 10428,2021,2022,South Korea,AI Dynamics,Artificial Intelligence,21,8,Expired,10
PT010429,Innovative Semiconductors System 10429,2024,2025,France,Quantum Circuits Ltd,Biotechnology,32,6,Pending,15
PT010430,Innovative Quantum Computing System 10430,2018,2019,Switzerland,Global Energy Systems,Artificial Intelligence,133,2,Pending,12
PT010431,Innovative Quantum Computing System 10431,2022,2025,India,MedGenome Labs,Electric Vehicles,51,8,Pending,9
PT010432,Innovative Biotechnology System 10432,2022,2025,India,FutureDrive Motors,Semiconductors,240,6,Pending,3
PT010433,Innovative Electric Vehicles System 10433,2021,2023,South Korea,AI Dynamics,Electric Vehicles,2,5,Expired,6
PT010434,Innovative Electric Vehicles System 10434,2024,2025,Japan,AI Dynamics,Electric Vehicles,243,8,Pending,15
PT010435,Innovative Electric Vehicles System 10435,2012,2015,Canada,AI Dynamics,Electric Vehicles,45,4,Active,7
PT010436,Innovative Nanotechnology System 10436,2010,2011,Germany,TechNova Corp,Nanotechnology,224,4,Pending,3
PT010437,Innovative Pharmaceuticals System 10437,2023,2025,UK,MedGenome Labs,Semiconductors,43,6,Pending,8
PT010438,Innovative Renewable Energy System 10438,2025,2026,Germany,GreenFuture Labs,Renewable Energy,227,5,Expired,13
PT010439,Innovative Biotechnology System 10439,2023,2026,France,GreenFuture Labs,Robotics,97,5,Expired,10
PT010440,Innovative Artificial Intelligence System 10440,2019,2021,India,Quantum Circuits Ltd,Biotechnology,55,2,Pending,5
PT010441,Innovative Renewable Energy System 10441,2021,2024,Germany,NanoWorks,Nanotechnology,120,5,Active,12
PT010442,Innovative Robotics System 10442,2018,2022,Germany,FutureDrive Motors,Robotics,24,2,Pending,8
PT010443,Innovative Nanotechnology System 10443,2013,2015,France,TechNova Corp,Quantum Computing,49,3,Active,7
PT010444,Innovative Renewable Energy System 10444,2023,2025,South Korea,GreenFuture Labs,Robotics,95,7,Expired,4
